Visitor Arrivals by Nationality & Purpose of Visit to Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Update,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-Apr-24,,Europe Total,,,,,United Kingdom,,,,,France,,,,,Germany,,,,,Italy,,,,,Russia,,,,,Spain,,,,,Sweden,,,,,Netherland,,,,,Swiss,,,,,Belgium,,,,,Finland,,,,,Poland,,,,,Denmark,,,,,Norway,,,,,Austria,,,,,Portugal,,,,,Ireland,,,,,Europe Unclassified,,,,,,,,,,
,,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,,,,,,
,Apr．,"78,472 ","48,715 ","23,701 ","6,056 ",0 ,"22,457 ","15,050 ","5,581 ","1,826 ",0 ,"13,088 ","8,680 ","3,417 ",991 ,0 ,"11,206 ","5,653 ","4,905 ",648 ,0 ,"3,763 ","2,207 ","1,339 ",217 ,0 ,"5,007 ","2,847 ","1,661 ",499 ,0 ,"2,526 ","1,925 ",436 ,165 ,0 ,"2,803 ","1,678 ",965 ,160 ,0 ,"2,804 ","1,507 ","1,163 ",134 ,0 ,"2,551 ","1,806 ",640 ,105 ,0 ,"1,314 ",699 ,549 ,66 ,0 ,"1,399 ",793 ,535 ,71 ,0 ,,,,,,"1,344 ",789 ,495 ,60 ,0 ,910 ,565 ,295 ,50 ,0 ,"1,183 ",669 ,400 ,114 ,0 ,888 ,776 ,90 ,22 ,0 ,"1,115 ",662 ,324 ,129 ,0 ,"4,114 ","2,409 ",906 ,799 ,0,,,,,,
,May．,"64,313 ","29,954 ","27,029 ","7,330 ",0 ,"17,131 ","8,748 ","6,683 ","1,700 ",0 ,"10,329 ","5,446 ","3,577 ","1,306 ",0 ,"9,897 ","3,234 ","5,656 ","1,007 ",0 ,"3,537 ","1,558 ","1,543 ",436 ,0 ,"5,070 ","2,414 ","1,821 ",835 ,0 ,"1,765 ",969 ,563 ,233 ,0 ,"1,805 ",607 ,"1,077 ",121 ,0 ,"2,474 ","1,090 ","1,257 ",127 ,0 ,"1,802 ",943 ,702 ,157 ,0 ,"1,089 ",469 ,540 ,80 ,0 ,"1,192 ",445 ,682 ,65 ,0 ,,,,,,991 ,399 ,557 ,35 ,0 ,580 ,224 ,322 ,34 ,0 ,978 ,408 ,436 ,134 ,0 ,679 ,502 ,142 ,35 ,0 ,909 ,429 ,342 ,138 ,0 ,"4,085 ","2,069 ","1,129 ",887 ,0,,,,,,
,Jun．,"52,375 ","24,355 ","23,046 ","4,974 ",0 ,"13,462 ","6,561 ","5,714 ","1,187 ",0 ,"7,946 ","3,656 ","3,539 ",751 ,0 ,"7,044 ","2,118 ","4,440 ",486 ,0 ,"2,966 ","1,314 ","1,315 ",337 ,0 ,"4,354 ","2,229 ","1,650 ",475 ,0 ,"1,521 ",931 ,488 ,102 ,0 ,"1,793 ",871 ,809 ,113 ,0 ,"2,024 ",751 ,"1,147 ",126 ,0 ,"1,277 ",624 ,596 ,57 ,0 ,833 ,280 ,490 ,63 ,0 ,"1,218 ",739 ,440 ,39 ,0 ,,,,,,810 ,337 ,441 ,32 ,0 ,545 ,273 ,244 ,28 ,0 ,761 ,278 ,419 ,64 ,0 ,"1,627 ","1,486 ",125 ,16 ,0 ,890 ,463 ,331 ,96 ,0 ,"3,304 ","1,444 ",858 ,"1,002 ",0 ,,,,,,
,Jul．,"71,386 ","41,904 ","22,975 ","6,507 ",0 ,"18,731 ","11,080 ","5,704 ","1,947 ",0 ,"11,128 ","7,115 ","3,061 ",952 ,0 ,"9,271 ","3,764 ","4,952 ",555 ,0 ,"4,061 ","2,219 ","1,619 ",223 ,0 ,"6,240 ","3,589 ","1,854 ",797 ,0 ,"2,831 ","2,185 ",453 ,193 ,0 ,"1,783 ","1,060 ",590 ,133 ,0 ,"2,792 ","1,657 ",995 ,140 ,0 ,"2,245 ","1,530 ",604 ,111 ,0 ,"1,253 ",701 ,474 ,78 ,0 ,"1,224 ",899 ,255 ,70 ,0 ,,,,,,"1,033 ",673 ,322 ,38 ,0 ,698 ,466 ,200 ,32 ,0 ,"1,159 ",639 ,440 ,80 ,0 ,"1,372 ","1,237 ",122 ,13 ,0 ,"1,156 ",643 ,349 ,164 ,0 ,"4,409 ","2,447 ",981 ,981 ,0 ,,,,,,
,Aug．,"67,155 ","40,372 ","17,293 ","9,490 ",0 ,"17,448 ","10,288 ","4,257 ","2,903 ",0 ,"10,096 ","6,342 ","2,044 ","1,710 ",0 ,"8,386 ","3,522 ","3,764 ","1,100 ",0 ,"4,981 ","3,819 ",826 ,336 ,0 ,"5,261 ","3,132 ","1,326 ",803 ,0 ,"3,986 ","3,486 ",313 ,187 ,0 ,"1,473 ",532 ,636 ,305 ,0 ,"2,222 ","1,118 ",859 ,245 ,0 ,"1,537 ",951 ,447 ,139 ,0 ,918 ,399 ,377 ,142 ,0 ,"1,020 ",532 ,349 ,139 ,0 ,,,,,,787 ,323 ,375 ,89 ,0 ,589 ,246 ,235 ,108 ,0 ,909 ,441 ,385 ,83 ,0 ,"2,114 ","2,029 ",60 ,25 ,0 ,898 ,490 ,226 ,182 ,0 ,"4,530 ","2,722 ",814 ,994 ,0 ,,,,,,
,Sep．,"68,509 ","32,528 ","26,473 ","9,508 ",0 ,"17,223 ","8,794 ","6,372 ","2,057 ",0 ,"9,421 ","4,514 ","3,495 ","1,412 ",0 ,"10,035 ","3,962 ","5,097 ",976 ,0 ,"4,704 ","2,093 ","1,561 ","1,050 ",0 ,"5,311 ","2,506 ","1,941 ",864 ,0 ,"2,654 ","1,750 ",558 ,346 ,0 ,"2,182 ",869 ,"1,072 ",241 ,0 ,"2,656 ","1,119 ","1,252 ",285 ,0 ,"2,181 ","1,326 ",738 ,117 ,0 ,"1,149 ",438 ,596 ,115 ,0 ,"1,202 ",540 ,540 ,122 ,0 ,,,,,,"1,030 ",438 ,536 ,56 ,0 ,827 ,355 ,389 ,83 ,0 ,"1,195 ",535 ,509 ,151 ,0 ,738 ,583 ,116 ,39 ,0 ,"1,075 ",569 ,350 ,156 ,0 ,"4,926 ","2,137 ","1,351 ","1,438 ",0 ,,,,,,
,Oct．,"89,670 ","46,435 ","35,419 ","7,816 ",0 ,"23,226 ","13,206 ","7,981 ","2,039 ",0 ,"12,631 ","6,768 ","4,877 ",986 ,0 ,"13,519 ","5,487 ","7,068 ",964 ,0 ,"5,410 ","2,613 ","2,407 ",390 ,0 ,"5,935 ","3,150 ","2,074 ",711 ,0 ,"3,133 ","2,147 ",795 ,191 ,0 ,"3,296 ","1,536 ","1,554 ",206 ,0 ,"3,639 ","1,674 ","1,749 ",216 ,0 ,"2,851 ","1,788 ",925 ,138 ,0 ,"1,584 ",705 ,799 ,80 ,0 ,"1,975 ",838 ,959 ,178 ,0 ,,,,,,"1,520 ",788 ,680 ,52 ,0 ,"1,054 ",529 ,485 ,40 ,0 ,"1,627 ",739 ,691 ,197 ,0 ,888 ,711 ,149 ,28 ,0 ,"1,495 ",822 ,510 ,163 ,0 ,"5,887 ","2,934 ","1,716 ","1,237 ",0 ,,,,,,
,Nov．,"71,781 ","32,917 ","32,673 ","6,191 ",0 ,"18,655 ","9,751 ","7,593 ","1,311 ",0 ,"9,551 ","3,977 ","4,566 ","1,008 ",0 ,"11,146 ","3,405 ","7,029 ",712 ,0 ,"4,163 ","1,957 ","2,038 ",168 ,0 ,"5,881 ","3,224 ","1,700 ",957 ,0 ,"2,093 ","1,293 ",680 ,120 ,0 ,"2,338 ",918 ,"1,306 ",114 ,0 ,"2,948 ","1,226 ","1,500 ",222 ,0 ,"2,068 ","1,038 ",934 ,96 ,0 ,"1,249 ",401 ,771 ,77 ,0 ,"1,326 ",531 ,684 ,111 ,0 ,,,,,,"1,284 ",481 ,748 ,55 ,0 ,800 ,337 ,425 ,38 ,0 ,"1,475 ",646 ,638 ,191 ,0 ,686 ,520 ,143 ,23 ,0 ,"1,088 ",532 ,449 ,107 ,0 ,"5,030 ","2,680 ","1,469 ",881 ,0 ,,,,,,
,Dec．,"55,197 ","32,958 ","17,504 ","4,735 ",0 ,"16,049 ","10,806 ","4,067 ","1,176 ",0 ,"8,212 ","4,740 ","2,734 ",738 ,0 ,"7,065 ","2,850 ","3,784 ",431 ,0 ,"3,500 ","2,262 ",950 ,288 ,0 ,"4,075 ","2,458 ","1,082 ",535 ,0 ,"1,766 ","1,303 ",352 ,111 ,0 ,"1,819 ",937 ,710 ,172 ,0 ,"2,308 ","1,321 ",857 ,130 ,0 ,"1,481 ",932 ,471 ,78 ,0 ,855 ,397 ,408 ,50 ,0 ,"1,101 ",742 ,313 ,46 ,0 ,,,,,,834 ,485 ,307 ,42 ,0 ,527 ,277 ,217 ,33 ,0 ,766 ,347 ,292 ,127 ,0 ,"1,143 ","1,044 ",66 ,33 ,0 ,863 ,570 ,215 ,78 ,0 ,"2,833 ","1,487 ",679 ,667 ,0 ,,,,,,
,2007　Jan．,"57,565 ","23,785 ","22,609 ","11,171 ",0 ,"17,120 ","7,960 ","5,641 ","3,519 ",0 ,"8,527 ","2,943 ","3,544 ","2,040 ",0 ,"7,710 ","2,027 ","4,623 ","1,060 ",0 ,"2,975 ","1,172 ","1,341 ",462 ,0 ,"4,470 ","2,692 ","1,048 ",730 ,0 ,"1,434 ",655 ,488 ,291 ,0 ,"2,085 ",836 ,929 ,320 ,0 ,"2,386 ","1,015 ","1,096 ",275 ,0 ,"1,292 ",566 ,584 ,142 ,0 ,892 ,236 ,501 ,155 ,0 ,"1,022 ",440 ,457 ,125 ,0 ,,,,,,"1,208 ",643 ,476 ,89 ,0 ,621 ,253 ,274 ,94 ,0 ,799 ,234 ,365 ,200 ,0 ,585 ,447 ,90 ,48 ,0 ,"1,162 ",521 ,311 ,330 ,0 ,"3,277 ","1,145 ",841 ,"1,291 ",0 ,,,,,,
,Feb．,"57,699 ","29,703 ","23,189 ","4,807 ",0 ,"15,941 ","9,299 ","5,440 ","1,202 ",0 ,"8,762 ","4,779 ","3,167 ",816 ,0 ,"8,574 ","3,128 ","4,868 ",578 ,0 ,"2,612 ","1,252 ","1,226 ",134 ,0 ,"4,256 ","2,329 ","1,401 ",526 ,0 ,"1,263 ",636 ,479 ,148 ,0 ,"1,788 ",816 ,872 ,100 ,0 ,"2,208 ",953 ,"1,078 ",177 ,0 ,"1,438 ",738 ,644 ,56 ,0 ,989 ,340 ,555 ,94 ,0 ,"1,628 ",894 ,574 ,160 ,0 ,,,,,,"1,038 ",600 ,404 ,34 ,0 ,"1,233 ",636 ,569 ,28 ,0 ,"1,043 ",446 ,491 ,106 ,0 ,794 ,688 ,86 ,20 ,0 ,921 ,530 ,331 ,60 ,0 ,"3,211 ","1,639 ","1,004 ",568 ,0 ,,,,,,
,Mar．,"81,675 ","45,141 ","29,415 ","7,119 ",0 ,"21,935 ","13,584 ","6,546 ","1,805 ",0 ,"11,566 ","6,012 ","4,368 ","1,186 ",0 ,"12,787 ","5,809 ","5,970 ","1,008 ",0 ,"4,754 ","2,386 ","2,115 ",253 ,0 ,"5,057 ","2,930 ","1,598 ",529 ,0 ,"2,830 ","1,838 ",810 ,182 ,0 ,"3,111 ","1,661 ","1,252 ",198 ,0 ,"2,848 ","1,227 ","1,406 ",215 ,0 ,"2,276 ","1,331 ",818 ,127 ,0 ,"1,288 ",518 ,679 ,91 ,0 ,"2,062 ","1,399 ",539 ,124 ,0 ,,,,,,"1,599 ",949 ,571 ,79 ,0 ,"1,209 ",785 ,355 ,69 ,0 ,"1,359 ",723 ,509 ,127 ,0 ,933 ,769 ,138 ,26 ,0 ,"1,291 ",748 ,391 ,152 ,0 ,"4,770 ","2,472 ","1,350 ",948 ,0 ,,,,,,
,Apr．,"81,318 ","51,855 ","23,378 ","6,085 ",0 ,"20,866 ","13,654 ","5,394 ","1,818 ",0 ,"15,199 ","10,801 ","3,446 ",952 ,0 ,"10,749 ","5,443 ","4,705 ",601 ,0 ,"4,736 ","3,078 ","1,399 ",259 ,0 ,"5,489 ","3,389 ","1,603 ",497 ,0 ,"2,436 ","1,828 ",449 ,159 ,0 ,"2,843 ","1,742 ",922 ,179 ,0 ,"2,897 ","1,568 ","1,192 ",137 ,0 ,"2,760 ","2,003 ",667 ,90 ,0 ,"1,401 ",823 ,502 ,76 ,0 ,"1,835 ","1,181 ",562 ,92 ,0 ,,,,,,"1,272 ",736 ,490 ,46 ,0 ,759 ,467 ,253 ,39 ,0 ,"1,204 ",688 ,421 ,95 ,0 ,840 ,725 ,85 ,30 ,0 ,"1,211 ",773 ,316 ,122 ,0 ,"4,821 ","2,956 ",972 ,893 ,0 ,,,,,,
,May．,"68,303 ","33,887 ","27,509 ","6,907 ",0 ,"16,425 ","8,255 ","6,605 ","1,565 ",0 ,"11,831 ","6,478 ","3,774 ","1,579 ",0 ,"10,030 ","3,685 ","5,633 ",712 ,0 ,"4,260 ","2,151 ","1,845 ",264 ,0 ,"4,815 ","2,649 ","1,428 ",738 ,0 ,"2,264 ","1,432 ",626 ,206 ,0 ,"2,251 ",916 ,"1,191 ",144 ,0 ,"2,718 ","1,304 ","1,241 ",173 ,0 ,"1,927 ","1,086 ",752 ,89 ,0 ,"1,202 ",542 ,592 ,68 ,0 ,"1,657 ",819 ,758 ,80 ,0 ,,,,,,970 ,398 ,518 ,54 ,0 ,683 ,287 ,366 ,30 ,0 ,923 ,452 ,400 ,71 ,0 ,814 ,660 ,125 ,29 ,0 ,957 ,458 ,366 ,133 ,0 ,"4,576 ","2,315 ","1,289 ",972 ,0 ,,,,,,
,Jun．,"58,368 ","28,234 ","24,801 ","5,333 ",0 ,"14,158 ","7,197 ","5,829 ","1,132 ",0 ,"9,304 ","4,573 ","3,853 ",878 ,0 ,"7,957 ","2,298 ","5,142 ",517 ,0 ,"4,131 ","1,809 ","1,621 ",701 ,0 ,"4,660 ","2,644 ","1,543 ",473 ,0 ,"1,887 ","1,228 ",477 ,182 ,0 ,"2,080 ","1,065 ",848 ,167 ,0 ,"2,190 ",920 ,"1,179 ",91 ,0 ,"1,366 ",669 ,628 ,69 ,0 ,953 ,305 ,586 ,62 ,0 ,"1,201 ",709 ,418 ,74 ,0 ,,,,,,914 ,411 ,459 ,44 ,0 ,611 ,338 ,248 ,25 ,0 ,749 ,290 ,404 ,55 ,0 ,"1,793 ","1,613 ",162 ,18 ,0 ,997 ,586 ,312 ,99 ,0 ,"3,417 ","1,579 ","1,092 ",746 ,0 ,,,,,,
,Jul．,"78,798 ","49,168 ","22,941 ","6,689 ",0 ,"20,672 ","12,906 ","5,849 ","1,917 ",0 ,"12,886 ","8,587 ","3,216 ","1,083 ",0 ,"10,230 ","4,505 ","5,072 ",653 ,0 ,"4,511 ","2,806 ","1,494 ",211 ,0 ,"6,003 ","3,721 ","1,510 ",772 ,0 ,"3,636 ","2,997 ",505 ,134 ,0 ,"2,217 ","1,456 ",605 ,156 ,0 ,"3,019 ","1,941 ",912 ,166 ,0 ,"2,287 ","1,594 ",592 ,101 ,0 ,"1,419 ",828 ,485 ,106 ,0 ,"1,256 ",959 ,231 ,66 ,0 ,,,,,,"1,222 ",826 ,345 ,51 ,0 ,914 ,668 ,207 ,39 ,0 ,"1,154 ",707 ,362 ,85 ,0 ,"1,419 ","1,262 ",124 ,33 ,0 ,"1,266 ",755 ,340 ,171 ,0 ,"4,687 ","2,650 ","1,092 ",945 ,0 ,,,,,,
,Aug．,"76,660 ","49,208 ","17,336 ","10,116 ",0 ,"18,248 ","11,197 ","4,137 ","2,914 ",0 ,"12,290 ","8,288 ","2,109 ","1,893 ",0 ,"9,217 ","4,030 ","3,861 ","1,326 ",0 ,"6,111 ","4,995 ",778 ,338 ,0 ,"5,658 ","3,609 ","1,273 ",776 ,0 ,"5,541 ","5,011 ",299 ,231 ,0 ,"1,977 ",894 ,748 ,335 ,0 ,"2,338 ","1,234 ",818 ,286 ,0 ,"1,723 ",999 ,503 ,221 ,0 ,"1,083 ",549 ,378 ,156 ,0 ,"1,340 ",761 ,428 ,151 ,0 ,,,,,,804 ,375 ,328 ,101 ,0 ,765 ,412 ,252 ,101 ,0 ,"1,009 ",615 ,288 ,106 ,0 ,"2,078 ","1,967 ",70 ,41 ,0 ,"1,152 ",733 ,249 ,170 ,0 ,"5,326 ","3,539 ",817 ,970 ,0 ,,,,,,
,Sep．,"76,471 ","38,745 ","27,890 ","9,836 ",0 ,"18,751 ","9,738 ","6,691 ","2,322 ",0 ,"11,057 ","5,868 ","3,673 ","1,516 ",0 ,"11,627 ","4,824 ","5,430 ","1,373 ",0 ,"4,641 ","2,409 ","1,476 ",756 ,0 ,"5,415 ","2,838 ","1,862 ",715 ,0 ,"3,660 ","2,522 ",680 ,458 ,0 ,"2,535 ","1,045 ","1,273 ",217 ,0 ,"2,976 ","1,466 ","1,275 ",235 ,0 ,"2,182 ","1,267 ",760 ,155 ,0 ,"1,317 ",577 ,636 ,104 ,0 ,"1,361 ",598 ,627 ,136 ,0 ,,,,,,"1,147 ",472 ,588 ,87 ,0 ,"1,040 ",453 ,475 ,112 ,0 ,"1,367 ",708 ,496 ,163 ,0 ,"1,050 ",880 ,135 ,35 ,0 ,"1,164 ",695 ,332 ,137 ,0 ,"5,181 ","2,385 ","1,481 ","1,315 ",0 ,,,,,,
,Oct．,"96,949 ","55,075 ","34,915 ","6,959 ",0 ,"22,614 ","13,503 ","7,688 ","1,423 ",0 ,"14,910 ","8,961 ","4,762 ","1,187 ",0 ,"15,191 ","6,755 ","7,534 ",902 ,0 ,"5,580 ","3,092 ","2,198 ",290 ,0 ,"6,877 ","4,119 ","2,020 ",738 ,0 ,"3,902 ","2,905 ",785 ,212 ,0 ,"3,860 ","2,024 ","1,626 ",210 ,0 ,"4,123 ","2,309 ","1,678 ",136 ,0 ,"2,917 ","1,925 ",898 ,94 ,0 ,"1,994 ","1,136 ",785 ,73 ,0 ,"1,784 ","1,010 ",689 ,85 ,0 ,,,,,,"1,660 ",921 ,677 ,62 ,0 ,"1,051 ",513 ,487 ,51 ,0 ,"1,450 ",787 ,591 ,72 ,0 ,"1,232 ","1,020 ",188 ,24 ,0 ,"1,313 ",744 ,445 ,124 ,0 ,"6,491 ","3,351 ","1,864 ","1,276 ",0 ,,,,,,
,Nov．,"78,170 ","37,965 ","33,929 ","6,276 ",0 ,"17,682 ","9,009 ","7,513 ","1,160 ",0 ,"11,503 ","5,548 ","4,827 ","1,128 ",0 ,"12,555 ","4,385 ","7,146 ","1,024 ",0 ,"4,605 ","2,341 ","2,066 ",198 ,0 ,"6,369 ","3,491 ","2,056 ",822 ,0 ,"2,710 ","1,900 ",694 ,116 ,0 ,"2,802 ","1,186 ","1,467 ",149 ,0 ,"2,973 ","1,286 ","1,559 ",128 ,0 ,"2,186 ","1,179 ",943 ,64 ,0 ,"1,370 ",516 ,782 ,72 ,0 ,"2,050 ","1,126 ",867 ,57 ,0 ,,,,,,"1,425 ",693 ,685 ,47 ,0 ,"1,028 ",514 ,482 ,32 ,0 ,"1,284 ",611 ,602 ,71 ,0 ,"1,021 ",851 ,145 ,25 ,0 ,"1,219 ",666 ,442 ,111 ,0 ,"5,388 ","2,663 ","1,653 ","1,072 ",0 ,,,,,,
,Dec．,"65,555 ","42,398 ","18,031 ","5,126 ",0 ,"17,533 ","12,287 ","4,057 ","1,189 ",0 ,"9,952 ","6,300 ","2,776 ",876 ,0 ,"8,566 ","4,021 ","3,963 ",582 ,0 ,"5,106 ","3,922 ",981 ,203 ,0 ,"5,175 ","3,336 ","1,179 ",660 ,0 ,"1,915 ","1,498 ",337 ,80 ,0 ,"2,243 ","1,378 ",701 ,164 ,0 ,"2,614 ","1,672 ",828 ,114 ,0 ,"1,642 ","1,139 ",449 ,54 ,0 ,920 ,418 ,443 ,59 ,0 ,"1,674 ","1,248 ",341 ,85 ,0 ,,,,,,"1,046 ",676 ,321 ,49 ,0 ,754 ,503 ,210 ,41 ,0 ,876 ,468 ,283 ,125 ,0 ,792 ,706 ,71 ,15 ,0 ,"1,028 ",695 ,233 ,100 ,0 ,"3,719 ","2,131 ",858 ,730 ,0 ,,,,,,
,2008　Jan．,"59,563 ","25,457 ","22,525 ","11,581 ",0 ,"15,198 ","6,714 ","5,276 ","3,208 ",0 ,"9,395 ","3,811 ","3,544 ","2,040 ",0 ,"8,294 ","2,176 ","4,896 ","1,222 ",0 ,"3,004 ","1,295 ","1,308 ",401 ,0 ,"6,262 ","4,009 ","1,117 ","1,136 ",0 ,"1,344 ",650 ,404 ,290 ,0 ,"2,111 ",796 ,997 ,318 ,0 ,"2,293 ",992 ,"1,025 ",276 ,0 ,"1,341 ",645 ,565 ,131 ,0 ,985 ,305 ,543 ,137 ,0 ,"1,266 ",683 ,470 ,113 ,0 ,,,,,,"1,122 ",528 ,496 ,98 ,0 ,731 ,385 ,276 ,70 ,0 ,916 ,287 ,352 ,277 ,0 ,423 ,300 ,78 ,45 ,0 ,"1,113 ",549 ,280 ,284 ,0 ,"3,765 ","1,332 ",898 ,"1,535 ",0 ,,,,,,
,Feb．,"60,707 ","31,702 ","24,181 ","4,824 ",0 ,"16,338 ","9,705 ","5,538 ","1,095 ",0 ,"9,205 ","4,886 ","3,415 ",904 ,0 ,"9,421 ","3,359 ","5,445 ",617 ,0 ,"3,124 ","1,536 ","1,382 ",206 ,0 ,"4,457 ","2,594 ","1,398 ",465 ,0 ,"1,726 ","1,028 ",570 ,128 ,0 ,"1,958 ",910 ,936 ,112 ,0 ,"2,422 ","1,142 ","1,161 ",119 ,0 ,"1,521 ",793 ,642 ,86 ,0 ,"1,147 ",439 ,612 ,96 ,0 ,"1,694 ","1,158 ",464 ,72 ,0 ,,,,,,"1,162 ",640 ,473 ,49 ,0 ,821 ,463 ,330 ,28 ,0 ,"1,013 ",531 ,433 ,49 ,0 ,532 ,430 ,83 ,19 ,0 ,895 ,517 ,310 ,68 ,0 ,"3,271 ","1,571 ",989 ,711 ,0 ,,,,,,
,Mar．,"87,963 ","54,809 ","25,716 ","7,438 ",0 ,"22,912 ","15,456 ","5,579 ","1,877 ",0 ,"12,340 ","7,027 ","4,027 ","1,286 ",0 ,"13,334 ","7,152 ","5,089 ","1,093 ",0 ,"5,136 ","3,012 ","1,836 ",288 ,0 ,"5,900 ","3,796 ","1,521 ",583 ,0 ,"3,890 ","3,101 ",621 ,168 ,0 ,"3,277 ","1,928 ","1,111 ",238 ,0 ,"3,013 ","1,608 ","1,216 ",189 ,0 ,"2,534 ","1,758 ",642 ,134 ,0 ,"1,763 ","1,031 ",643 ,89 ,0 ,"2,223 ","1,539 ",548 ,136 ,0 ,,,,,,"1,473 ",913 ,470 ,90 ,0 ,"1,567 ","1,132 ",365 ,70 ,0 ,"1,264 ",740 ,402 ,122 ,0 ,713 ,587 ,104 ,22 ,0 ,"1,313 ",835 ,327 ,151 ,0 ,"5,311 ","3,194 ","1,215 ",902 ,0 ,,,,,,
,Apr．,"85,049 ","52,800 ","26,204 ","6,045 ",0 ,"18,952 ","11,880 ","5,587 ","1,485 ",0 ,"17,419 ","12,373 ","3,814 ","1,232 ",0 ,"11,533 ","5,021 ","5,894 ",618 ,0 ,"5,285 ","3,472 ","1,539 ",274 ,0 ,"5,912 ","3,872 ","1,449 ",591 ,0 ,"2,621 ","1,894 ",591 ,136 ,0 ,"3,211 ","1,764 ","1,296 ",151 ,0 ,"3,371 ","2,010 ","1,215 ",146 ,0 ,"2,670 ","1,876 ",681 ,113 ,0 ,"1,338 ",706 ,550 ,82 ,0 ,"1,926 ","1,272 ",588 ,66 ,0 ,,,,,,"1,253 ",647 ,564 ,42 ,0 ,926 ,458 ,417 ,51 ,0 ,"1,207 ",605 ,456 ,146 ,0 ,598 ,454 ,113 ,31 ,0 ,"1,032 ",629 ,319 ,84 ,0 ,"5,795 ","3,867 ","1,131 ",797 ,0 ,,,,,,
,May．,"70,188 ","39,990 ","24,229 ","5,969 ",0 ,"16,002 ","9,187 ","5,485 ","1,330 ",0 ,"12,864 ","7,974 ","3,585 ","1,305 ",0 ,"10,673 ","4,873 ","4,996 ",804 ,0 ,"4,059 ","2,227 ","1,545 ",287 ,0 ,"4,848 ","3,091 ","1,259 ",498 ,0 ,"2,604 ","1,969 ",502 ,133 ,0 ,"2,325 ","1,079 ","1,113 ",133 ,0 ,"2,843 ","1,574 ","1,118 ",151 ,0 ,"1,960 ","1,200 ",651 ,109 ,0 ,"1,540 ",926 ,534 ,80 ,0 ,"1,461 ",831 ,582 ,48 ,0 ,,,,,,"1,124 ",535 ,550 ,39 ,0 ,665 ,364 ,264 ,37 ,0 ,"1,156 ",499 ,403 ,254 ,0 ,533 ,395 ,113 ,25 ,0 ,"1,004 ",568 ,324 ,112 ,0 ,"4,527 ","2,698 ","1,205 ",624 ,0 ,,,,,,
,Jun．,"62,314 ","32,532 ","24,066 ","5,716 ",0 ,"14,236 ","7,663 ","5,333 ","1,240 ",0 ,"10,352 ","5,257 ","4,071 ","1,024 ",0 ,"9,109 ","3,172 ","5,333 ",604 ,0 ,"4,010 ","2,327 ","1,359 ",324 ,0 ,"4,906 ","2,972 ","1,316 ",618 ,0 ,"2,600 ","2,000 ",490 ,110 ,0 ,"2,246 ","1,234 ",870 ,142 ,0 ,"2,455 ","1,144 ","1,114 ",197 ,0 ,"1,556 ",795 ,611 ,150 ,0 ,"1,162 ",457 ,583 ,122 ,0 ,"1,620 ","1,136 ",430 ,54 ,0 ,,,,,,941 ,441 ,450 ,50 ,0 ,807 ,486 ,279 ,42 ,0 ,753 ,329 ,373 ,51 ,0 ,"1,002 ",889 ,95 ,18 ,0 ,"1,009 ",597 ,327 ,85 ,0 ,"3,550 ","1,633 ","1,032 ",885 ,0 ,,,,,,
,Jul．,"81,896 ","55,274 ","20,169 ","6,453 ",0 ,"18,618 ","12,315 ","4,726 ","1,577 ",0 ,"14,616 ","10,373 ","2,984 ","1,259 ",0 ,"10,067 ","4,671 ","4,657 ",739 ,0 ,"5,193 ","3,536 ","1,388 ",269 ,0 ,"6,434 ","4,247 ","1,285 ",902 ,0 ,"4,679 ","4,089 ",442 ,148 ,0 ,"2,234 ","1,578 ",523 ,133 ,0 ,"3,364 ","2,392 ",825 ,147 ,0 ,"2,442 ","1,805 ",540 ,97 ,0 ,"1,492 ",975 ,421 ,96 ,0 ,"1,951 ","1,670 ",234 ,47 ,0 ,,,,,,"1,506 ","1,135 ",331 ,40 ,0 ,879 ,695 ,159 ,25 ,0 ,"1,195 ",802 ,309 ,84 ,0 ,993 ,874 ,88 ,31 ,0 ,"1,238 ",865 ,244 ,129 ,0 ,"4,995 ","3,252 ","1,013 ",730 ,0 ,,,,,,
