Visitor Arrivals by Nationality & Purpose of Visit to Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Update,,Africa,,,,,North America,,,,,,,,,,,,,,,,,,,,,,,,,South America,,,,,,,,,,,,,,,Oceania,,,,,,,,,,,,,,,,,,,,Stateless,,,,,Grand Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-Apr-24,,Africa Total,,,,,North America Total,,,,,U.S.A.,,,,,Canada,,,,,Mexico,,,,,North America Unclassified,,,,,South America Total,,,,,Brazil,,,,,South America Unclassified,,,,,Oceania Total,,,,,Australia,,,,,New Zealand,,,,,Oceania Unclassified,,,,,Stateless,,,,,Grand Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep.,"4,655 ","1,888 ","1,015 ","1,752 ",,"208,316 ","189,082 ","12,699 ","6,535 ",,"156,637 ","140,502 ","11,016 ","5,119 ",,"39,822 ","37,861 ","1,098 ",863 ,,"10,131 ","9,522 ",300 ,309 ,,"1,726 ","1,197 ",285 ,244 ,,"9,656 ","7,656 ","1,083 ",917 ,,"4,275 ","3,278 ",557 ,440 ,,"5,381 ","4,378 ",526 ,477 ,,"73,406 ","69,332 ","2,686 ","1,388 ",,"64,005 ","60,869 ","2,202 ",934 ,,"8,909 ","8,285 ",368 ,256 ,,492 ,178 ,116 ,198 ,,40 ,25 ,6 ,9 ,,"2,184,442 ","1,905,162 ","97,835 ","181,445 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct.,"4,383 ","1,714 ","1,343 ","1,326 ",,"278,309 ","257,179 ","15,845 ","5,285 ",,"211,867 ","193,998 ","13,704 ","4,165 ",,"51,741 ","49,554 ","1,471 ",716 ,,"12,483 ","11,890 ",399 ,194 ,,"2,218 ","1,737 ",271 ,210 ,,"13,890 ","12,017 ","1,105 ",768 ,,"7,265 ","6,388 ",515 ,362 ,,"6,625 ","5,629 ",590 ,406 ,,"71,092 ","66,682 ","3,157 ","1,253 ",,"62,015 ","58,514 ","2,652 ",849 ,,"8,664 ","8,001 ",400 ,263 ,,413 ,167 ,105 ,141 ,,55 ,39 ,10 ,6 ,,"2,516,623 ","2,245,892 ","119,327 ","151,404 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov.,"3,585 ","1,444 ","1,055 ","1,086 ",,"235,252 ","217,070 ","13,536 ","4,646 ",,"184,769 ","169,383 ","11,744 ","3,642 ",,"38,959 ","36,993 ","1,277 ",689 ,,"9,859 ","9,372 ",331 ,156 ,,"1,665 ","1,322 ",184 ,159 ,,"9,252 ","7,741 ",936 ,575 ,,"4,970 ","4,341 ",408 ,221 ,,"4,282 ","3,400 ",528 ,354 ,,"67,447 ","62,462 ","2,793 ","2,192 ",,"59,571 ","55,517 ","2,346 ","1,708 ",,"7,515 ","6,792 ",352 ,371 ,,361 ,153 ,95 ,113 ,,68 ,54 ,2 ,12 ,,"2,440,890 ","2,206,883 ","116,855 ","117,152 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
↑Preliminary,Dec.,"3,208 ","2,118 ",417 ,673 ,,"230,076 ","217,095 ","8,475 ","4,506 ",,"183,166 ","172,056 ","7,477 ","3,633 ",,"36,441 ","35,092 ",724 ,625 ,,"9,081 ","8,766 ",163 ,152 ,,"1,388 ","1,181 ",111 ,96 ,,"9,664 ","8,825 ",376 ,463 ,,"6,327 ","5,972 ",201 ,154 ,,"3,337 ","2,853 ",175 ,309 ,,"100,405 ","97,345 ","1,427 ","1,633 ",,"89,471 ","87,045 ","1,176 ","1,250 ",,"10,555 ","10,064 ",173 ,318 ,,379 ,236 ,78 ,65 ,,53 ,45 ,1 ,7 ,,"2,734,115 ","2,551,290 ","80,703 ","102,122 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
↓Estimated ,2024　Jan.,,,,,,,,,,,"131,800 ",,,,,"31,700 ",,,,,"6,800 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"103,600 ",,,,,,,,,,,,,,,,,,,,"2,688,100 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb．,,,,,,,,,,,"148,700 ",,,,,"33,900 ",,,,,"7,700 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"66,500 ",,,,,,,,,,,,,,,,,,,,"2,788,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mar.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,May.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source: Data quoted from JNTO (Japan National Tourist Organization)  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Year TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1990,"12,135 ","3,555 ","4,355 ",,,"633,230 ","350,098 ","215,999 ",,,"554,753 ","299,828 ","197,836 ",,,"63,850 ","40,679 ","15,351 ",,,"9,744 ","6,773 ","1,862 ",,,"4,883 ","2,818 ",950 ,,,"78,180 ","65,209 ","5,231 ",,,"55,126 ","49,547 ","2,500 ",,,"23,054 ","15,662 ","2,731 ",,,"74,629 ","35,530 ","25,433 ",,,"56,238 ","27,582 ","18,005 ",,,"16,197 ","7,227 ","6,995 ",,,"2,194 ",721 ,433 ,,,"2,762 ","1,360 ",433 ,,,"3,235,860 ","1,879,497 ","870,738 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1991,"12,915 ","4,155 ","5,183 ","3,140 ",437 ,"619,476 ","336,408 ","210,764 ","71,311 ",993 ,"543,075 ","289,951 ","192,695 ","59,685 ",744 ,"62,306 ","37,296 ","15,407 ","9,527 ",76 ,"9,216 ","6,465 ","1,611 ","1,104 ",36 ,"4,879 ","2,696 ","1,051 ",995 ,137 ,"107,596 ","94,688 ","5,723 ","5,621 ","1,564 ","69,503 ","64,164 ","2,518 ","2,821 ",0 ,"38,093 ","30,524 ","3,205 ","2,800 ","1,564 ","74,846 ","34,803 ","23,531 ","13,092 ","3,420 ","54,520 ","25,082 ","16,665 ","9,631 ","3,142 ","18,120 ","8,886 ","6,402 ","2,815 ",17 ,"2,206 ",835 ,464 ,646 ,261 ,"2,119 ","1,049 ",407 ,171 ,492 ,"3,532,651 ","2,103,991 ","920,654 ","423,370 ","84,636 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1992,"12,677 ","3,896 ","4,722 ","3,690 ",369 ,"645,364 ","351,298 ","217,887 ","75,695 ",484 ,"560,940 ","298,049 ","199,679 ","62,890 ",322 ,"69,620 ","43,661 ","15,464 ","10,453 ",42 ,"10,045 ","7,161 ","1,665 ","1,209 ",10 ,"4,759 ","2,427 ","1,079 ","1,143 ",110 ,"72,398 ","60,027 ","5,525 ","5,425 ","1,421 ","41,487 ","36,325 ","2,350 ","2,812 ",0 ,"30,911 ","23,702 ","3,175 ","2,613 ","1,421 ","83,022 ","40,081 ","24,220 ","15,210 ","3,511 ","59,844 ","28,412 ","17,034 ","11,403 ","2,995 ","21,014 ","10,936 ","6,606 ","3,223 ",249 ,"2,164 ",733 ,580 ,584 ,267 ,"1,831 ",808 ,314 ,159 ,550 ,"3,581,540 ","2,103,046 ","934,508 ","453,946 ","90,040 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1993,"13,174 ","4,274 ","4,851 ","3,786 ",263 ,"620,392 ","327,258 ","215,686 ","77,263 ",185 ,"533,401 ","272,348 ","197,150 ","63,843 ",60 ,"72,395 ","45,860 ","15,588 ","10,926 ",21 ,"9,934 ","6,787 ","1,815 ","1,319 ",13 ,"4,662 ","2,263 ","1,133 ","1,175 ",91 ,"60,037 ","47,161 ","5,986 ","5,729 ","1,161 ","33,444 ","27,786 ","2,645 ","3,013 ",0 ,"26,593 ","19,375 ","3,341 ","2,716 ","1,161 ","92,484 ","41,558 ","25,805 ","15,566 ","9,555 ","69,439 ","30,390 ","18,034 ","11,643 ","9,372 ","21,014 ","10,492 ","7,195 ","3,312 ",15 ,"2,031 ",676 ,576 ,611 ,168 ,"1,874 ",774 ,312 ,126 ,662 ,"3,410,447 ","1,924,835 ","935,277 ","451,663 ","98,672 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1994,"12,797 ","3,762 ","4,602 ","4,211 ",222 ,"618,716 ","311,848 ","226,298 ","80,107 ",463 ,"531,352 ","258,131 ","207,138 ","65,815 ",268 ,"74,087 ","45,822 ","16,306 ","11,871 ",88 ,"8,886 ","5,839 ","1,887 ","1,155 ",5 ,"4,391 ","2,056 ",967 ,"1,266 ",102 ,"62,766 ","49,170 ","6,027 ","6,460 ","1,109 ","37,592 ","31,441 ","2,766 ","3,385 ",0 ,"25,174 ","17,729 ","3,261 ","3,075 ","1,109 ","105,017 ","46,063 ","27,870 ","15,260 ","15,824 ","77,736 ","31,560 ","19,152 ","11,349 ","15,675 ","25,090 ","13,782 ","8,072 ","3,231 ",5 ,"2,191 ",721 ,646 ,680 ,144 ,"2,050 ",871 ,330 ,155 ,694 ,"3,468,055 ","1,915,468 ","991,947 ","473,560 ","87,080 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1995,"13,787 ","3,745 ","5,309 ","4,423 ",310 ,"627,691 ","305,692 ","240,617 ","81,326 ",56 ,"539,899 ","254,472 ","219,462 ","65,948 ",17 ,"75,303 ","44,554 ","18,187 ","12,547 ",15 ,"7,512 ","4,385 ","1,796 ","1,327 ",17 ,"4,977 ","2,281 ","1,172 ","1,504 ",7 ,"67,694 ","54,144 ","6,255 ","6,350 ",945 ,"49,320 ","42,253 ","3,047 ","3,335 ",685 ,"18,374 ","11,891 ","3,208 ","3,015 ",260 ,"107,091 ","46,278 ","29,072 ","15,106 ","16,635 ","77,102 ","29,576 ","19,958 ","11,094 ","16,474 ","27,428 ","15,730 ","8,404 ","3,280 ",14 ,"2,561 ",972 ,710 ,732 ,147 ,"1,877 ",482 ,312 ,151 ,932 ,"3,345,274 ","1,731,439 ","1,047,536 ","462,675 ","103,624 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1996,"13,115 ","3,224 ","5,055 ","4,627 ",209 ,"684,828 ","335,744 ","264,740 ","84,258 ",86 ,"586,836 ","277,802 ","241,350 ","67,648 ",36 ,"85,101 ","50,767 ","20,246 ","14,072 ",16 ,"8,355 ","5,130 ","2,045 ","1,179 ",1 ,"4,536 ","2,045 ","1,099 ",0 ,0 ,"64,172 ","50,443 ","6,230 ","6,525 ",974 ,"48,163 ","40,861 ","3,199 ","3,435 ",668 ,"16,009 ","9,582 ","3,031 ","3,090 ",306 ,"116,270 ","46,413 ","31,109 ","15,753 ","22,995 ","88,499 ","32,940 ","21,249 ","11,484 ","22,826 ","25,198 ","12,544 ","9,191 ","3,458 ",5 ,"2,573 ",929 ,669 ,811 ,164 ,"2,802 ","1,057 ",681 ,217 ,847 ,"3,837,113 ","2,114,165 ","1,126,305 ","477,989 ","118,654 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1997,"14,265 ","3,558 ","5,673 ","4,745 ",289 ,"731,071 ","347,849 ","297,543 ","85,589 ",90 ,"621,737 ","283,729 ","269,973 ","67,994 ",41 ,"94,171 ","55,628 ","23,454 ","15,084 ",5 ,"10,058 ","6,222 ","2,524 ","1,309 ",3 ,"5,105 ","2,270 ","1,592 ","1,202 ",41 ,"49,640 ","35,193 ","7,107 ","6,349 ",991 ,"31,320 ","23,815 ","3,398 ","3,362 ",745 ,"18,320 ","11,378 ","3,709 ","2,987 ",246 ,"132,431 ","57,705 ","33,897 ","16,867 ","23,962 ","101,460 ","41,520 ","23,815 ","12,307 ","23,818 ","27,997 ","15,113 ","9,299 ","3,585 ",0 ,"2,974 ","1,072 ",783 ,975 ,144 ,"4,331 ","2,370 ","1,030 ",260 ,671 ,"4,218,208 ","2,391,824 ","1,202,296 ","510,893 ","113,195 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1998,"15,163 ","3,763 ","5,784 ","5,334 ",282 ,"789,146 ","405,914 ","296,031 ","87,191 ",10 ,"666,700 ","328,781 ","268,549 ","69,365 ",5 ,"106,884 ","68,449 ","23,166 ","15,267 ",2 ,"10,611 ","6,454 ","2,769 ","1,385 ",3 ,"4,951 ","2,230 ","1,547 ","1,174 ",0 ,"39,094 ","25,429 ","6,294 ","6,276 ","1,095 ","23,136 ","16,354 ","2,845 ","3,171 ",766 ,"15,958 ","9,075 ","3,449 ","3,105 ",329 ,"154,067 ","68,129 ","34,944 ","18,459 ","32,535 ","123,681 ","52,858 ","24,987 ","13,546 ","32,290 ","27,709 ","14,380 ","9,273 ","4,054 ",2 ,"2,677 ",891 ,684 ,859 ,243 ,"4,940 ","3,385 ",741 ,280 ,534 ,"4,106,057 ","2,357,862 ","1,105,408 ","530,392 ","112,395 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1999,"15,680 ","3,759 ","5,928 ","5,561 ",432 ,"820,741 ","435,213 ","300,842 ","84,656 ",30 ,"697,630 ","356,881 ","273,452 ","67,279 ",18 ,"106,734 ","68,521 ","23,390 ","14,822 ",1 ,"11,015 ","7,246 ","2,428 ","1,341 ",0 ,"5,362 ","2,565 ","1,572 ","1,214 ",11 ,"32,010 ","18,954 ","5,756 ","6,052 ","1,248 ","15,922 ","9,647 ","2,657 ","2,766 ",852 ,"16,088 ","9,307 ","3,099 ","3,286 ",396 ,"167,082 ","107,044 ","40,665 ","19,178 ",195 ,"135,303 ","90,794 ","30,389 ","14,110 ",10 ,"28,975 ","15,308 ","9,552 ","4,115 ",0 ,"2,804 ",942 ,724 ,953 ,185 ,"3,284 ","1,176 ",581 ,327 ,"1,200 ","4,437,863 ","2,560,343 ","1,187,118 ","565,836 ","124,566 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2000,"17,194 ","4,388 ","6,713 ","5,678 ",415 ,"863,328 ","458,802 ","320,031 ","84,320 ",175 ,"725,954 ","370,054 ","289,496 ","66,292 ",112 ,"119,168 ","77,991 ","25,828 ","15,334 ",15 ,"12,433 ","8,265 ","2,831 ","1,332 ",5 ,"5,773 ","2,492 ","1,876 ","1,362 ",43 ,"35,949 ","21,927 ","6,771 ","6,028 ","1,223 ","16,953 ","9,936 ","3,300 ","2,868 ",849 ,"18,996 ","11,991 ","3,471 ","3,160 ",374 ,"181,570 ","117,075 ","43,127 ","21,129 ",239 ,"147,393 ","98,898 ","33,132 ","15,363 ",0 ,"31,252 ","17,189 ","9,303 ","4,759 ",1 ,"2,925 ",988 ,692 ,"1,007 ",238 ,"2,710 ",688 ,553 ,345 ,"1,124 ","4,757,146 ","2,693,357 ","1,292,889 ","627,947 ","142,953 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2001,"17,156 ","4,078 ","6,305 ","6,329 ",444 ,"835,465 ","473,071 ","279,624 ","82,695 ",75 ,"692,192 ","377,109 ","251,088 ","63,990 ",5 ,"125,570 ","84,995 ","24,484 ","16,091 ",0 ,"11,987 ","8,303 ","2,352 ","1,330 ",2 ,"5,716 ","2,664 ","1,700 ","1,284 ",68 ,"30,672 ","17,345 ","6,050 ","6,108 ","1,169 ","13,934 ","7,050 ","2,970 ","3,093 ",821 ,"16,738 ","10,295 ","3,080 ","3,015 ",348 ,"185,684 ","119,846 ","42,826 ","22,786 ",226 ,"149,621 ","100,316 ","32,918 ","16,385 ",2 ,"33,196 ","18,548 ","9,268 ","5,379 ",1 ,"2,867 ",982 ,640 ,"1,022 ",223 ,"2,209 ",645 ,389 ,320 ,855 ,"4,771,555 ","2,717,422 ","1,236,264 ","674,027 ","143,842 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002,"19,353 ","6,287 ","6,639 ","5,982 ",445 ,"893,971 ","526,316 ","282,057 ","85,553 ",45 ,"731,900 ","412,845 ","252,700 ","66,355 ",0 ,"131,542 ","90,523 ","24,461 ","16,558 ",0 ,"23,699 ","19,296 ","3,111 ","1,288 ",4 ,"6,830 ","3,652 ","1,785 ","1,352 ",41 ,"33,627 ","20,219 ","6,451 ","5,847 ","1,110 ","14,513 ","7,572 ","3,240 ","2,962 ",739 ,"19,114 ","12,647 ","3,211 ","2,885 ",371 ,"200,789 ","133,783 ","42,748 ","23,950 ",308 ,"164,896 ","114,372 ","33,263 ","17,261 ",0 ,"32,762 ","18,187 ","8,925 ","5,650 ",0 ,"3,131 ","1,224 ",560 ,"1,039 ",308 ,"1,954 ",725 ,317 ,347 ,565 ,"5,238,963 ","3,095,326 ","1,285,681 ","720,872 ","137,085 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003,"19,015 ","5,318 ","6,297 ","7,016 ",384 ,"798,358 ","447,483 ","268,880 ","81,931 ",64 ,"655,821 ","350,674 ","242,055 ","63,088 ",4 ,"126,065 ","87,647 ","22,410 ","16,005 ",3 ,"11,087 ","7,043 ","2,793 ","1,251 ",0 ,"5,385 ","2,119 ","1,622 ","1,587 ",57 ,"25,987 ","13,488 ","5,560 ","6,169 ",770 ,"11,520 ","5,121 ","2,820 ","3,074 ",505 ,"14,467 ","8,367 ","2,740 ","3,095 ",265 ,"206,994 ","140,717 ","41,880 ","23,979 ",418 ,"172,134 ","122,002 ","32,782 ","17,350 ",0 ,"31,589 ","17,569 ","8,519 ","5,501 ",0 ,"3,271 ","1,146 ",579 ,"1,128 ",418 ,"1,363 ",594 ,238 ,305 ,226 ,"5,211,725 ","3,055,340 ","1,281,258 ","732,616 ","142,511 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2004,"19,520 ","5,419 ","6,996 ","6,733 ",372 ,"923,836 ","561,549 ","275,539 ","86,696 ",52 ,"759,753 ","445,840 ","247,276 ","66,633 ",4 ,"142,091 ","102,058 ","22,929 ","17,102 ",2 ,"16,489 ","11,438 ","3,648 ","1,400 ",3 ,"5,503 ","2,213 ","1,686 ","1,561 ",43 ,"27,238 ","14,162 ","6,269 ","6,084 ",723 ,"13,061 ","6,421 ","3,336 ","2,928 ",376 ,"14,177 ","7,741 ","2,933 ","3,156 ",347 ,"231,877 ","165,953 ","41,310 ","24,348 ",266 ,"194,276 ","143,988 ","32,414 ","17,867 ",7 ,"34,679 ","20,923 ","8,375 ","5,381 ",0 ,"2,922 ","1,042 ",521 ,"1,100 ",259 ,814 ,339 ,176 ,226 ,73 ,"6,137,905 ","3,839,661 ","1,383,117 ","782,686 ","132,441 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2005,"23,655 ","6,691 ","7,408 ","9,234 ",322 ,"997,809 ","612,307 ","289,376 ","96,051 ",75 ,"822,033 ","487,887 ","259,571 ","74,567 ",8 ,"150,012 ","107,591 ","24,010 ","18,410 ",1 ,"18,623 ","13,513 ","3,710 ","1,395 ",5 ,"7,141 ","3,316 ","2,085 ","1,679 ",61 ,"34,331 ","18,949 ","7,528 ","7,111 ",743 ,"17,201 ","9,267 ","3,796 ","3,735 ",403 ,"17,130 ","9,682 ","3,732 ","3,376 ",340 ,"244,894 ","177,215 ","41,940 ","25,496 ",243 ,"206,179 ","154,571 ","33,075 ","18,532 ",1 ,"35,065 ","21,328 ","8,186 ","5,549 ",2 ,"3,650 ","1,316 ",679 ,"1,415 ",240 ,968 ,405 ,174 ,283 ,106 ,"6,727,926 ","4,368,573 ","1,477,162 ","807,304 ","74,887 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2006,"21,896 ","6,341 ","8,052 ","7,503 ",0 ,"1,001,501 ","625,577 ","291,172 ","84,752 ",0 ,"816,727 ","490,474 ","260,430 ","65,823 ",0 ,"157,438 ","116,895 ","24,857 ","15,686 ",0 ,"20,374 ","15,088 ","3,816 ","1,470 ",0 ,"6,962 ","3,120 ","2,069 ","1,773 ",0 ,"33,799 ","19,688 ","7,760 ","6,351 ",0 ,"18,135 ","10,623 ","4,111 ","3,401 ",0 ,"15,664 ","9,065 ","3,649 ","2,950 ",0 ,"230,747 ","165,181 ","42,923 ","22,643 ",0 ,"195,094 ","143,829 ","34,598 ","16,667 ",0 ,"32,339 ","19,796 ","7,711 ","4,832 ",0 ,"3,314 ","1,556 ",614 ,"1,144 ",0 ,"1,048 ",681 ,157 ,210 ,0 ,"7,334,077 ","5,029,322 ","1,523,012 ","781,743 ",0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2007,"23,408 ","7,350 ","8,319 ","7,739 ",0 ,"1,017,018 ","642,972 ","290,511 ","83,535 ",0 ,"815,882 ","491,553 ","258,085 ","66,244 ",0 ,"165,993 ","125,694 ","25,939 ","14,360 ",0 ,"28,203 ","22,726 ","4,113 ","1,364 ",0 ,"6,940 ","2,999 ","2,374 ","1,567 ",0 ,"37,001 ","21,730 ","9,036 ","6,235 ",0 ,"18,853 ","10,494 ","4,999 ","3,360 ",0 ,"18,148 ","11,236 ","4,037 ","2,875 ",0 ,"260,788 ","194,663 ","44,480 ","21,645 ",0 ,"222,518 ","170,253 ","36,260 ","16,005 ",0 ,"34,737 ","22,578 ","7,629 ","4,530 ",0 ,"3,533 ","1,832 ",591 ,"1,110 ",0 ,940 ,705 ,92 ,143 ,0 ,"8,346,969 ","5,954,180 ","1,575,858 ","816,931 ",0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
